district,rainfall,humidity,wind_speed,temperature,lightning,risk
Ramanagara,109.5,94,31.26,26.25,9,Medium
Chitradurga,37.01,80,8.58,29.15,8,Low
Shivamogga,14.49,44,41.51,37.0,11,Medium
Mysuru,113.42,94,27.81,26.0,23,Medium
Koppal,153.44,92,36.09,18.1,24,High
Shivamogga,287.53,32,21.82,24.93,15,Medium
Chikkamagaluru,106.09,68,10.33,22.99,23,Low
Gadag,307.9,85,46.28,23.64,24,High
Koppal,155.16,86,27.7,38.02,5,Medium
Hassan,261.05,55,58.34,31.7,21,High
Kodagu,253.58,68,47.66,31.22,16,High
Ballari,160.2,32,49.88,32.56,11,Medium
Kolar,101.43,91,34.68,22.24,20,Medium
Bengaluru Urban,6.99,54,48.41,41.33,19,Medium
Chikkamagaluru,24.21,79,55.1,18.27,14,Medium
Hassan,228.18,50,52.62,41.26,5,Medium
Kodagu,170.65,41,9.66,27.4,4,Low
Mysuru,248.78,41,37.97,35.03,8,Medium
Dharwad,42.95,77,2.83,29.06,15,Low
Ramanagara,19.5,77,10.72,26.6,8,Low
Kodagu,124.96,84,36.16,31.86,19,High
Raichur,256.03,91,48.76,28.33,4,Medium
Kodagu,159.66,36,42.32,35.71,1,Medium
Hassan,63.65,65,35.11,31.38,6,Medium
Chitradurga,270.84,94,10.86,35.7,18,Medium
Chitradurga,245.28,54,51.68,35.21,1,Medium
Chikkaballapur,147.48,65,14.6,22.45,17,Medium
Kolar,192.17,100,11.73,23.82,21,Medium
Ramanagara,272.91,37,41.0,23.04,11,Medium
Koppal,258.56,98,19.73,23.84,14,Medium
Uttara Kannada,119.24,66,48.3,34.67,11,Medium
Chikkaballapur,280.75,92,16.8,32.09,18,Medium
Raichur,263.63,36,34.91,25.41,17,Medium
Yadgir,239.84,86,36.78,32.76,19,High
Udupi,233.67,79,59.0,23.77,8,Medium
Mysuru,8.86,89,36.86,33.99,5,Medium
Uttara Kannada,337.51,87,39.21,39.81,25,High
Ramanagara,12.93,64,1.88,19.13,3,Low
Vijayapura,265.4,61,37.14,32.6,14,High
Yadgir,136.13,58,26.53,25.07,19,Medium
Uttara Kannada,223.58,95,43.69,36.34,18,High
Tumakuru,111.32,93,59.33,23.03,9,Medium
Davanagere,240.59,33,58.28,26.75,7,Medium
Bengaluru Urban,67.35,43,1.38,39.88,5,Low
Chamarajanagar,204.14,93,26.09,28.06,12,Medium
Bidar,332.29,58,14.94,32.64,21,Medium
Davanagere,75.16,71,24.79,41.33,8,Low
Mandya,109.68,78,45.48,24.74,21,Medium
Davanagere,118.86,31,50.68,28.32,23,Medium
Chikkamagaluru,38.7,36,46.37,28.78,3,Low
Dharwad,82.01,34,11.77,40.22,22,Low
Kalaburagi,300.78,73,58.17,36.58,25,High
Gadag,255.72,61,52.52,41.67,16,High
Mandya,111.75,39,56.83,33.32,1,Low
Bengaluru Urban,190.16,97,42.67,30.14,18,High
Chamarajanagar,37.32,57,6.33,21.08,14,Low
Bidar,248.03,40,39.74,36.38,17,High
Ballari,114.13,64,9.21,20.46,24,Low
Mangaluru,193.25,51,20.26,36.54,6,Medium
Uttara Kannada,192.0,48,26.9,33.0,19,Medium
Belagavi,282.08,81,3.32,40.51,24,Medium
Gadag,229.99,40,1.58,40.71,19,Medium
Kalaburagi,276.58,33,56.62,18.92,21,High
Haveri,336.49,42,54.82,18.41,8,Medium
Haveri,28.38,55,28.79,39.41,15,Medium
Raichur,54.22,74,10.7,26.0,13,Low
Vijayapura,56.16,77,16.8,27.16,15,Low
Chikkaballapur,51.32,97,25.38,30.48,1,Low
Mandya,136.07,30,15.32,34.71,20,Medium
Kalaburagi,54.09,36,34.76,26.1,14,Medium
Belagavi,198.78,33,52.04,21.81,4,Medium
Ramanagara,238.56,66,50.52,35.84,11,Medium
Shivamogga,33.94,34,45.51,34.8,4,Low
Belagavi,168.02,34,10.21,41.39,22,Medium
Shivamogga,244.8,83,38.68,25.55,0,Medium
Raichur,149.35,38,41.33,33.28,0,Medium
Dharwad,257.8,46,18.95,22.18,12,Medium
Shivamogga,258.81,97,13.22,24.03,18,Medium
Chikkaballapur,245.05,31,51.95,29.7,8,Medium
Ballari,34.54,43,38.79,39.47,6,Medium
Gadag,88.64,76,37.98,22.76,19,Medium
Chikkaballapur,235.16,84,36.08,39.39,14,High
Haveri,284.09,34,0.48,36.98,20,Medium
Chikkamagaluru,204.47,74,55.8,18.21,17,Medium
Chamarajanagar,297.59,62,18.36,24.05,15,Medium
Vijayapura,213.02,42,54.64,36.69,16,Medium
Ramanagara,150.93,69,23.19,38.73,20,Medium
Bengaluru Rural,317.98,64,36.69,39.35,3,Medium
Bengaluru Rural,305.29,46,46.64,40.82,2,Medium
Kolar,284.54,90,23.1,26.08,21,High
Chikkamagaluru,91.57,87,4.08,23.31,8,Low
Vijayanagara,10.02,71,0.66,24.39,4,Low
Kolar,72.52,46,35.23,41.73,20,Medium
Mangaluru,93.57,97,27.54,33.45,16,Medium
Davanagere,273.82,77,24.08,33.01,6,Medium
Vijayanagara,39.92,79,20.89,37.38,8,Low
Chitradurga,40.03,77,7.1,39.44,4,Low
Uttara Kannada,210.37,80,55.76,20.37,2,Medium
Bidar,196.88,69,47.99,36.3,12,Medium
Tumakuru,95.22,77,41.82,29.61,5,Low
Bengaluru Urban,148.62,36,54.34,28.8,8,Medium
Bidar,265.49,73,59.58,40.52,19,High
Bengaluru Urban,30.85,76,56.41,20.15,8,Medium
Mangaluru,66.39,94,17.19,34.15,13,Medium
Chitradurga,84.34,49,59.66,31.52,9,Medium
Mangaluru,179.54,33,13.75,41.03,18,Medium
Mangaluru,228.8,47,39.44,22.05,21,High
Davanagere,279.78,45,5.12,38.47,11,Medium
Haveri,326.77,32,17.1,37.67,4,Low
Kalaburagi,247.36,93,54.01,35.16,24,High
Uttara Kannada,181.26,59,58.14,33.19,11,Medium
Bengaluru Urban,348.01,72,45.37,19.67,23,High
Shivamogga,97.58,59,25.0,25.97,19,Medium
Ramanagara,321.45,36,7.17,36.27,19,Medium
Udupi,284.46,57,55.63,37.27,14,High
Ramanagara,202.06,44,40.42,21.04,23,Medium
Bengaluru Urban,227.77,97,38.03,23.03,23,High
Koppal,225.81,84,6.24,24.44,12,Medium
Mangaluru,319.03,92,45.09,26.79,11,High
Bengaluru Rural,189.23,91,47.56,23.97,23,High
Bagalkot,172.73,73,44.35,40.98,6,Medium
Belagavi,188.98,51,50.13,22.79,15,Medium
Mangaluru,195.76,95,48.91,28.66,16,High
Mandya,312.53,82,11.76,37.28,21,Medium
Vijayanagara,335.37,82,17.56,30.04,1,Medium
Hassan,158.5,57,55.79,19.71,11,Medium
Mandya,119.59,41,58.11,18.74,5,Low
Kalaburagi,10.23,87,16.01,25.74,14,Medium
Tumakuru,190.82,64,26.26,36.99,0,Low
Kolar,110.58,85,36.56,22.11,3,Medium
Bagalkot,321.23,100,20.8,27.45,8,Medium
Chikkaballapur,330.92,87,33.94,35.66,19,High
Hassan,275.43,33,31.93,39.34,25,Medium
Ramanagara,36.08,69,53.0,20.84,5,Low
Bengaluru Urban,69.35,32,39.37,37.87,11,Medium
Mysuru,241.46,30,31.78,25.07,10,Medium
Chitradurga,165.09,41,2.99,40.22,17,Medium
Gadag,308.91,36,16.35,21.95,0,Low
Haveri,88.38,37,28.83,22.32,12,Low
Uttara Kannada,157.23,91,23.91,33.36,0,Medium
Belagavi,222.01,68,55.69,41.83,17,High
Chikkamagaluru,181.41,37,36.85,22.15,25,Medium
Bengaluru Urban,126.74,94,7.52,19.5,1,Low
Vijayanagara,130.88,93,19.16,31.99,10,Medium
Chikkaballapur,247.06,62,17.73,22.72,23,Medium
Bagalkot,333.08,82,37.57,19.66,8,High
Gadag,104.34,59,53.21,24.66,17,Medium
Kolar,42.97,34,47.25,33.45,7,Medium
Ballari,23.57,77,28.67,38.97,1,Low
Uttara Kannada,141.72,73,0.43,21.83,15,Medium
Ballari,221.88,55,19.54,25.7,5,Low
Tumakuru,90.2,98,36.06,19.82,24,Medium
Vijayapura,286.54,60,51.8,29.13,14,High
Bidar,37.65,82,31.81,19.15,0,Low
Chikkaballapur,276.71,33,46.85,36.62,10,Medium
Gadag,157.93,69,51.33,29.1,20,Medium
Kolar,309.32,84,40.02,23.92,16,High
Vijayanagara,342.01,41,9.84,39.26,25,Medium
Chikkaballapur,121.11,82,10.7,30.76,8,Medium
Chamarajanagar,201.58,74,13.3,32.15,17,Medium
Shivamogga,270.66,52,51.0,36.08,8,Medium
Koppal,170.9,91,52.63,31.62,1,Medium
Udupi,67.19,73,40.5,38.02,23,Medium
Uttara Kannada,314.68,81,2.09,40.19,3,Medium
Mysuru,285.27,35,39.73,23.38,19,High
Udupi,8.2,50,24.17,41.45,5,Low
Kodagu,26.73,51,24.16,29.63,8,Low
Kalaburagi,153.46,74,40.95,24.9,5,Medium
Vijayapura,28.37,83,51.66,38.08,22,Medium
Bengaluru Urban,93.26,40,17.08,30.03,14,Low
Vijayapura,83.47,76,10.96,41.91,2,Low
Vijayanagara,157.4,66,23.4,39.23,14,Medium
Bengaluru Rural,122.69,48,58.52,26.42,0,Medium
Mangaluru,77.89,63,48.19,24.87,24,Medium
Bengaluru Urban,135.23,39,7.19,27.98,16,Medium
Bidar,19.34,46,49.64,35.27,0,Low
Yadgir,155.52,30,25.07,32.84,8,Medium
Mangaluru,325.12,42,1.15,29.71,3,Low
Mysuru,330.83,41,41.19,30.34,7,Medium
Chamarajanagar,329.34,61,17.6,27.97,21,Medium
Raichur,196.45,43,37.16,26.49,12,Medium
Chamarajanagar,52.58,68,16.67,29.13,3,Low
Chikkaballapur,345.92,52,35.29,21.47,9,Medium
Uttara Kannada,208.55,68,35.13,21.2,1,Medium
Haveri,120.41,32,26.8,28.69,18,Medium
Gadag,43.32,99,8.73,40.95,22,Medium
Mangaluru,31.23,82,40.74,24.01,7,Medium
Raichur,54.4,74,11.03,40.48,0,Low
Mysuru,348.87,41,0.0,30.45,19,Medium
Udupi,50.64,36,9.0,34.88,6,Low
Ramanagara,62.03,65,30.0,22.36,20,Medium
Mysuru,49.0,38,38.97,26.76,17,Medium
Tumakuru,83.08,33,32.99,33.72,14,Medium
Bagalkot,285.98,69,17.94,40.91,8,Medium
Vijayanagara,275.27,44,13.65,20.75,3,Low
Koppal,163.04,35,29.0,24.27,5,Low
Haveri,143.22,32,8.2,36.72,12,Low
Udupi,147.17,80,10.96,23.69,8,Low
Ballari,36.57,69,49.62,41.2,14,Medium
Bengaluru Rural,125.25,66,5.45,18.6,17,Medium
Hassan,344.88,50,24.16,41.1,5,Medium
Ramanagara,127.42,50,58.52,19.47,24,Medium
Bengaluru Urban,140.07,73,38.35,30.17,17,Medium
Shivamogga,150.69,38,0.45,19.16,8,Low
Udupi,137.38,91,18.98,41.45,21,Medium
Vijayanagara,180.64,30,56.42,34.13,10,Medium
Chikkaballapur,174.7,55,4.71,31.28,21,Medium
Koppal,327.1,94,35.16,37.63,2,Medium
Udupi,296.72,94,45.26,37.21,5,Medium
Kalaburagi,55.9,56,19.68,27.71,0,Low
Chitradurga,290.6,86,28.88,19.14,2,Medium
Kalaburagi,190.92,98,47.39,38.94,14,High
Bidar,294.24,54,20.55,27.26,12,Medium
Mangaluru,6.73,81,9.54,34.17,1,Low
Haveri,137.03,76,12.89,30.99,5,Low
Davanagere,105.69,92,25.78,23.32,0,Low
Kalaburagi,267.05,53,28.82,20.48,19,Medium
Shivamogga,244.6,53,31.34,33.21,21,Medium
Tumakuru,119.37,36,55.66,41.25,6,Medium
Udupi,263.18,99,42.01,38.49,13,High
Dharwad,339.12,78,29.5,29.37,13,Medium
Chitradurga,145.14,40,44.74,26.29,3,Medium
Mangaluru,38.82,37,11.04,41.55,4,Low
Gadag,17.62,40,17.65,21.01,25,Low
Udupi,4.36,52,28.29,38.49,7,Low
Davanagere,234.25,65,33.33,27.52,16,Medium
Dharwad,274.47,99,37.26,35.03,22,High
Chikkamagaluru,119.36,66,37.67,24.7,6,Medium
Tumakuru,318.21,57,52.85,30.09,21,High
Bengaluru Urban,230.39,100,23.29,26.5,2,Medium
Hassan,23.1,87,57.96,22.17,17,Medium
Mandya,48.03,59,15.18,36.34,2,Low
Kodagu,171.33,62,29.52,21.01,25,Medium
Ballari,56.92,60,23.14,27.89,14,Medium
Bengaluru Urban,295.96,42,18.22,30.42,3,Low
Gadag,190.04,63,22.29,38.01,18,Medium
Gadag,108.41,78,24.09,38.75,5,Low
Mandya,243.36,57,9.97,24.15,12,Medium
Shivamogga,200.18,58,17.92,32.37,25,Medium
Kodagu,132.15,70,23.13,32.88,20,Medium
Mandya,152.49,43,13.76,25.4,22,Medium
Udupi,59.29,30,44.21,28.75,4,Low
Tumakuru,183.43,31,26.26,41.09,5,Low
Mangaluru,43.07,58,42.15,38.87,5,Low
Chamarajanagar,284.87,39,23.95,19.92,0,Medium
Kalaburagi,138.83,75,35.17,32.22,1,Medium
Chikkaballapur,134.46,61,11.52,33.67,23,Medium
Davanagere,146.56,61,36.29,31.38,2,Medium
Koppal,26.86,48,36.32,41.33,0,Low
Kolar,293.37,48,36.04,27.31,0,Medium
Vijayapura,127.68,50,3.28,38.86,20,Medium
Davanagere,75.34,63,20.04,19.86,20,Medium
Bagalkot,133.16,53,7.34,27.95,11,Low
Ballari,261.88,77,50.71,27.86,8,Medium
Koppal,238.64,67,2.46,20.38,14,Medium
Belagavi,254.96,85,36.48,27.5,12,High
Mangaluru,61.5,35,30.14,20.56,9,Low
Bagalkot,110.44,52,23.4,41.68,8,Low
Kalaburagi,175.46,57,27.42,19.49,23,Medium
Vijayanagara,205.68,48,33.02,40.7,14,Medium
Chitradurga,128.73,78,45.16,37.05,1,Medium
Chitradurga,219.14,94,23.44,33.04,16,Medium
Bagalkot,73.72,37,56.11,41.34,3,Low
Bagalkot,215.73,79,3.65,25.47,19,Medium
Chitradurga,182.25,86,22.06,41.04,19,Medium
Vijayanagara,178.88,43,16.01,21.26,22,Medium
Yadgir,295.33,41,4.75,34.39,24,Medium
Hassan,1.29,39,39.3,28.76,2,Low
Mangaluru,272.19,54,12.98,30.48,12,Medium
Mangaluru,299.36,60,24.16,18.14,7,Medium
Hassan,126.89,30,10.84,41.05,11,Low
Bengaluru Urban,210.56,86,34.11,19.66,2,Medium
Davanagere,28.92,47,10.81,20.28,22,Low
Vijayanagara,147.9,35,4.25,26.78,9,Low
Belagavi,127.96,72,42.11,37.63,23,Medium
Udupi,236.28,97,59.45,30.1,20,High
Belagavi,205.54,96,7.83,39.7,1,Low
Uttara Kannada,278.04,90,42.76,19.13,25,High
Chitradurga,169.97,37,20.68,38.92,22,Medium
Bagalkot,189.37,70,27.73,36.91,13,Medium
Vijayanagara,337.62,64,5.31,31.69,5,Low
Yadgir,4.52,100,11.9,20.81,18,Medium
Bengaluru Rural,109.64,86,37.66,27.56,22,Medium
Chikkamagaluru,295.78,84,26.16,37.57,7,Medium
Ballari,219.47,100,38.59,20.66,3,Medium
Haveri,307.38,50,35.5,18.88,19,High
Kodagu,193.18,94,46.4,24.1,24,High
Koppal,325.53,36,42.13,22.1,17,High
Mysuru,217.76,57,42.27,40.21,12,Medium
Koppal,268.2,92,42.4,19.17,19,High
Hassan,282.54,58,4.93,23.9,6,Medium
Dharwad,298.01,54,9.18,27.73,13,Medium
Bengaluru Urban,342.8,90,59.73,23.18,1,Medium
Bengaluru Rural,120.59,73,14.61,22.0,21,Medium
Ballari,225.3,35,37.12,20.72,23,High
Vijayapura,219.15,95,59.79,28.21,23,High
Raichur,240.7,89,40.9,39.14,18,High
Kalaburagi,206.19,36,12.04,30.16,8,Low
Kolar,39.55,73,56.44,28.93,10,Medium
Gadag,159.6,85,35.9,22.12,19,High
Mangaluru,315.06,75,46.32,37.47,15,High
Mangaluru,260.82,86,52.63,38.44,8,High
Bengaluru Urban,328.79,49,27.26,37.12,15,Medium
Bidar,32.85,99,4.08,38.31,0,Low
Yadgir,242.02,43,18.21,21.24,0,Low
Vijayapura,193.64,68,50.67,33.62,2,Medium
Gadag,273.29,92,31.25,18.09,14,High
Chikkamagaluru,247.5,84,1.46,25.02,17,Medium
Yadgir,49.16,65,51.2,22.98,20,Medium
Chikkaballapur,218.27,88,12.08,38.05,5,Low
Chikkaballapur,324.18,69,7.2,33.79,15,Medium
Bengaluru Rural,239.15,89,15.01,34.02,6,Medium
Kalaburagi,5.4,39,39.76,19.85,1,Low
Bengaluru Rural,335.51,79,22.47,40.06,11,Medium
Gadag,200.0,73,54.74,20.87,14,Medium
Raichur,233.15,72,54.78,34.07,10,Medium
Mysuru,249.54,38,36.27,18.24,15,High
Kalaburagi,349.95,92,0.88,32.36,18,Medium
Koppal,182.83,39,8.85,24.38,25,Medium
Udupi,198.45,99,12.98,22.03,14,Medium
Bengaluru Urban,331.52,49,49.5,29.14,12,Medium
Chamarajanagar,94.44,44,55.72,39.57,3,Low
Davanagere,214.91,97,43.32,36.85,1,Medium
Bengaluru Urban,305.13,69,49.83,25.68,22,High
Koppal,244.11,53,24.32,18.34,20,Medium
Mangaluru,247.98,50,58.36,41.47,11,Medium
Bengaluru Urban,88.85,80,40.41,41.36,1,Low
Tumakuru,91.44,100,10.52,35.65,10,Low
Ramanagara,228.51,59,43.99,29.0,17,High
Chamarajanagar,108.0,100,37.82,32.89,3,Medium
Shivamogga,213.68,62,7.11,34.68,16,Medium
Mysuru,15.88,55,22.24,41.34,1,Low
Udupi,180.2,52,34.76,38.4,7,Medium
Kalaburagi,24.14,53,11.21,40.14,1,Low
Bidar,192.39,43,28.52,35.45,13,Medium
Vijayapura,190.26,90,37.88,20.12,3,Medium
Mandya,69.73,41,23.8,32.03,1,Low
Kolar,141.77,82,28.67,25.89,22,Medium
Vijayapura,86.91,43,20.02,38.67,21,Medium
Vijayanagara,207.52,70,16.65,21.24,21,Medium
Vijayanagara,240.22,69,53.48,40.04,10,Medium
Kalaburagi,99.86,70,7.7,19.53,10,Low
Uttara Kannada,190.8,87,18.59,37.29,12,Medium
Bagalkot,2.88,66,11.12,41.21,14,Low
Mysuru,149.0,43,15.1,20.05,9,Low
Dharwad,132.34,64,55.41,25.75,22,Medium
Kalaburagi,316.32,90,7.84,24.96,19,Medium
Tumakuru,273.13,84,2.73,39.34,3,Medium
Belagavi,128.4,76,33.76,36.38,7,Medium
Belagavi,186.13,81,59.26,35.53,18,High
Vijayapura,83.01,42,28.87,23.2,16,Medium
Kodagu,213.36,77,31.51,20.2,20,Medium
Mysuru,248.47,78,4.55,31.39,7,Medium
Chikkaballapur,288.21,97,26.56,41.49,19,High
Mangaluru,48.43,86,55.95,41.69,19,Medium
Dharwad,76.32,30,20.74,39.91,22,Medium
Chikkaballapur,134.49,40,36.94,20.55,24,Medium
Chikkaballapur,298.62,59,3.27,25.47,3,Low
Kolar,86.54,77,43.09,31.59,22,Medium
Udupi,315.07,73,51.82,33.76,14,High
Mandya,42.6,39,56.05,18.67,17,Medium
Mandya,309.17,42,21.63,41.67,22,Medium
Haveri,115.77,90,19.13,30.23,14,Medium
Haveri,72.56,91,39.84,20.27,21,Medium
Ramanagara,49.81,42,50.97,20.5,6,Medium
Raichur,137.59,55,17.07,36.21,11,Low
Bengaluru Rural,85.47,30,57.17,40.67,3,Low
Mangaluru,263.66,36,38.33,38.46,5,Medium
Bidar,182.58,76,12.65,38.74,4,Low
Bagalkot,248.61,69,1.35,18.61,1,Low
Dharwad,237.07,79,44.42,22.75,16,High
Ramanagara,166.03,45,17.25,36.03,25,Medium
Shivamogga,204.14,81,15.12,40.13,21,Medium
Haveri,238.71,65,35.03,27.48,23,High
Yadgir,256.91,75,48.85,22.6,19,High
Belagavi,275.98,51,55.17,27.51,1,Medium
Chikkamagaluru,15.48,46,24.21,33.13,17,Medium
Koppal,152.36,57,37.19,26.84,21,Medium
Ballari,253.38,93,2.77,36.0,22,Medium
Ramanagara,322.41,85,56.33,38.23,14,High
Udupi,16.92,61,40.53,22.92,3,Low
Udupi,292.51,85,50.27,34.92,18,High
Bengaluru Urban,176.03,86,1.52,24.78,23,Medium
Raichur,242.5,91,15.25,23.8,25,Medium
Chikkamagaluru,100.64,87,10.37,18.1,9,Low
Haveri,250.51,53,58.67,23.03,1,Medium
Davanagere,87.25,70,30.43,25.49,23,Medium
Vijayapura,107.9,71,45.68,35.04,8,Medium
Chamarajanagar,335.01,57,49.14,40.48,19,High
Udupi,217.41,53,46.58,26.41,4,Medium
Chikkamagaluru,299.91,79,22.22,25.92,24,Medium
Koppal,35.64,49,22.01,32.3,17,Medium
Hassan,337.1,53,10.16,32.86,14,Medium
Mysuru,232.58,33,49.38,39.85,9,Medium
Kolar,48.81,65,27.68,30.93,16,Medium
Yadgir,269.12,92,2.24,33.08,24,Medium
Koppal,11.42,65,19.11,31.58,8,Low
Kolar,166.4,56,25.97,32.68,24,Medium
Koppal,122.39,49,33.27,23.88,8,Medium
Shivamogga,92.15,72,2.95,18.86,18,Low
Koppal,57.54,57,21.72,25.81,8,Low
Mangaluru,321.97,44,35.07,38.64,23,High
Kolar,145.5,56,10.21,37.98,6,Low
Chamarajanagar,295.4,98,48.52,30.96,1,Medium
Koppal,125.65,91,19.59,24.2,12,Medium
Mandya,49.19,63,57.69,33.89,18,Medium
Ballari,98.81,35,57.87,23.71,0,Low
Chamarajanagar,62.14,92,50.24,29.56,11,Medium
Haveri,305.81,42,16.38,23.01,15,Medium
Bengaluru Rural,151.88,34,59.06,25.87,3,Medium
Kalaburagi,168.28,78,20.03,39.64,17,Medium
Yadgir,267.67,86,36.74,23.66,4,Medium
Vijayanagara,263.09,87,2.86,37.11,16,Medium
Chikkaballapur,275.88,63,53.7,31.88,22,High
Davanagere,88.1,79,31.24,41.16,11,Low
Mysuru,101.04,89,14.16,28.68,20,Medium
Chikkaballapur,57.57,79,23.58,32.73,9,Low
Kolar,113.7,33,43.19,24.67,0,Low
Vijayanagara,25.35,59,35.05,37.06,13,Medium
Hassan,270.25,50,3.15,22.9,12,Medium
Dharwad,310.62,95,16.6,37.42,4,Medium
Mangaluru,193.82,64,3.37,29.72,14,Medium
Bengaluru Rural,65.57,81,10.23,35.9,21,Medium
Shivamogga,270.41,79,10.11,39.08,20,Medium
Vijayapura,131.87,55,40.36,30.29,8,Medium
Belagavi,119.76,68,16.82,27.48,11,Low
Udupi,210.78,58,44.03,38.55,25,Medium
Gadag,133.63,84,20.11,30.07,14,Medium
Mysuru,129.69,34,6.69,29.89,5,Low
Chikkamagaluru,262.12,78,14.31,19.54,18,Medium
Ramanagara,243.32,45,18.91,36.93,12,Medium
Shivamogga,126.32,45,16.0,28.73,11,Low
Kolar,333.23,79,19.96,35.26,25,Medium
Raichur,6.66,33,49.89,33.85,19,Medium
Kolar,95.94,65,26.57,29.74,1,Low
Chamarajanagar,49.4,85,26.66,27.48,23,Medium
Koppal,51.77,37,9.3,29.23,15,Low
Davanagere,172.03,41,53.18,31.58,16,Medium
Hassan,115.72,77,5.58,39.2,15,Low
Dharwad,301.49,53,12.14,29.78,3,Low
Kolar,258.21,58,51.83,33.19,18,High
Mysuru,226.54,69,44.27,28.48,20,High
Vijayapura,234.3,75,52.94,35.92,12,Medium
Chikkamagaluru,246.51,60,43.85,41.81,12,Medium
Kalaburagi,239.72,89,54.52,26.87,0,Medium
Bengaluru Urban,145.64,91,35.01,36.34,1,Medium
Bengaluru Urban,191.08,36,1.69,40.17,11,Low
Chikkaballapur,28.95,41,48.88,41.82,16,Medium
Belagavi,21.17,90,45.43,34.44,16,Medium
Vijayapura,113.34,57,33.18,36.3,10,Low
Chitradurga,87.19,38,20.26,31.36,4,Low
Davanagere,52.35,43,42.9,39.03,20,Medium
Yadgir,72.67,93,15.67,21.17,23,Medium
Chamarajanagar,298.51,74,10.94,30.4,14,Medium
Yadgir,61.69,99,27.5,26.54,12,Medium
Uttara Kannada,79.0,79,20.19,26.46,23,Medium
Kalaburagi,153.75,55,23.86,38.26,18,Medium
Davanagere,314.23,57,35.7,33.38,6,Medium
Shivamogga,55.64,47,53.85,20.33,6,Medium
Ramanagara,216.17,41,49.9,23.81,8,Medium
Udupi,146.06,37,42.87,33.01,1,Medium
Haveri,300.09,89,15.88,23.67,16,Medium
Yadgir,281.83,43,11.29,37.92,1,Low
Bengaluru Rural,197.73,88,14.96,20.26,4,Low
Koppal,163.41,87,25.14,41.16,13,Medium
Tumakuru,62.65,44,26.92,35.37,11,Low
Chamarajanagar,330.77,99,53.0,18.64,7,High
Kodagu,319.6,53,58.07,34.46,20,High
Yadgir,170.6,91,43.52,19.16,15,High
Bengaluru Urban,105.45,50,16.47,27.34,12,Low
Mangaluru,167.05,77,56.81,37.36,12,Medium
Koppal,205.4,95,7.95,34.31,11,Medium
Bengaluru Rural,274.34,81,4.88,19.75,22,Medium
Chikkamagaluru,74.68,90,11.22,19.93,3,Low
Kolar,43.36,66,44.38,31.12,22,Medium
Dharwad,238.87,68,55.03,40.77,3,Medium
Tumakuru,270.85,77,33.2,34.78,21,Medium
Chikkaballapur,148.1,83,47.02,19.55,0,Medium
Gadag,224.26,63,59.72,27.47,23,High
Hassan,25.98,38,41.89,40.4,20,Medium
Koppal,167.96,100,16.81,36.81,5,Low
Chikkamagaluru,117.65,95,33.67,19.49,12,Medium
Chamarajanagar,189.58,85,29.55,26.36,24,Medium
Dharwad,200.33,77,23.01,29.07,18,Medium
Bengaluru Urban,205.44,59,19.6,40.34,24,Medium
Hassan,291.45,40,3.86,28.03,25,Medium
Mangaluru,204.36,70,13.81,38.06,1,Low
Gadag,235.0,48,17.57,24.24,12,Medium
Chikkamagaluru,161.98,97,57.25,20.15,8,Medium
Uttara Kannada,16.47,76,4.61,37.23,3,Low
Bidar,264.1,80,15.01,26.29,2,Low
Bengaluru Urban,255.34,79,32.05,40.2,7,Medium
Dharwad,297.29,91,4.76,40.11,11,Medium
Gadag,317.67,58,6.19,26.91,2,Low
Chikkamagaluru,169.02,83,53.42,23.92,20,High
Davanagere,235.98,51,15.51,28.02,22,Medium
Shivamogga,304.12,44,38.07,30.83,20,High
Bagalkot,30.33,63,36.95,18.18,6,Medium
Vijayanagara,204.87,90,14.78,28.06,18,Medium
Udupi,79.09,52,11.83,38.48,25,Low
Uttara Kannada,207.56,64,42.93,23.05,24,Medium
Hassan,18.49,46,11.44,23.08,6,Low
Bagalkot,129.98,45,55.66,36.92,4,Medium
Chikkamagaluru,279.35,73,14.5,23.3,23,Medium
Chikkamagaluru,256.09,56,57.15,19.64,17,High
Yadgir,216.28,72,32.9,26.15,9,Medium
Uttara Kannada,21.08,31,46.22,28.8,16,Medium
Dharwad,131.12,91,39.96,22.82,19,High
Kodagu,250.39,61,0.64,38.89,9,Medium
Mandya,99.4,58,58.24,26.07,1,Low
Hassan,290.29,35,11.08,31.41,5,Low
Yadgir,272.95,98,26.31,28.18,19,High
Vijayapura,314.02,39,19.36,34.79,7,Medium
Mandya,49.96,66,32.95,24.84,24,Medium
Uttara Kannada,313.36,44,4.26,36.05,25,Medium
Dharwad,249.29,52,2.46,33.98,14,Medium
Chamarajanagar,308.08,51,18.89,34.06,8,Medium
Vijayanagara,11.42,69,9.35,36.39,14,Low
Yadgir,40.11,64,0.96,38.24,17,Low
Bagalkot,114.5,62,57.53,38.55,18,Medium
Shivamogga,155.02,95,23.96,39.28,22,Medium
Kodagu,114.87,91,14.41,35.27,10,Low
Shivamogga,215.43,74,35.37,24.38,14,Medium
Vijayanagara,306.3,86,42.65,24.99,12,High
Bagalkot,22.12,90,1.5,35.32,9,Low
Tumakuru,35.35,96,5.43,36.83,14,Medium
Ramanagara,81.78,31,38.96,21.01,7,Medium
Mysuru,186.15,88,39.67,41.87,13,High
Mysuru,37.12,59,26.19,38.11,10,Low
Chikkamagaluru,207.76,35,51.89,34.68,11,Medium
Dharwad,287.08,72,31.65,31.28,16,Medium
